Date,MaxTemp,MinTemp,avgWind,avgGust,avgHumidity,avgCloud,avgPressure,totalPrecip,totalPrecipTmrw
04-01-2014,13,2,11,18.5,69,28,1016.75,0,20
04-02-2014,20,9,13.25,21.375,92.125,88.25,1011.75,20,127
04-03-2014,25,16,12,24,90.875,49.75,1003.25,127,3
04-04-2014,8,1,19.5,26.25,76.75,38.75,1013.875,3,0
04-05-2014,13,0,6.625,11.75,76.375,14.125,1022,0,0
04-06-2014,15,5,8.875,15.125,73.625,34.625,1016,0,15
04-07-2014,12,7,10,15.375,89.875,74.875,1007.625,15,3
04-08-2014,14,6,15.25,24.375,80.25,48,1012,3,0
04-09-2014,18,4,11.5,20.375,70.25,1.5,1017.75,0,7
04-10-2014,25,11,18.875,32.25,75.75,27.125,1010.625,7,2
04-11-2014,22,8,10.25,18,74.375,19.875,1016.125,2,0
04-12-2014,25,16,19,29.5,83.125,44.125,1010,0,11
04-13-2014,20,16,20,31.125,90.875,71.625,1003.125,11,0
04-14-2014,5,0,18.625,24.75,84.375,75.875,1012.625,0,0
04-15-2014,10,-3,8.75,13.875,51.75,7.125,1022.625,0,0
04-16-2014,14,1,18.375,28.375,63.625,13.25,1020.625,0,0
04-17-2014,17,4,10,17,76.5,55,1022.75,0,0
04-18-2014,20,5,6.75,11.75,72.875,11.625,1024.5,0,0
04-19-2014,24,10,10.875,18.875,70.625,2.875,1022.625,0,0
04-20-2014,24,12,10.5,17.75,69.625,38.625,1019.875,0,2
04-21-2014,22,15,10.25,17.875,85,68.625,1014.5,2,3
04-22-2014,19,9,10.5,16.625,73.5,8.5,1016.25,3,0
04-23-2014,20,8,13.75,23.125,69.25,13.375,1015.625,0,18
04-24-2014,23,11,20,31.625,78.375,46.125,1006.375,18,3
04-25-2014,24,7,11.5,19.625,70.375,16.375,1012.125,3,1
04-26-2014,23,10,13.875,26.25,73.75,24.75,1010.375,1,15
04-27-2014,24,16,19.625,31.375,85.5,73.875,1001.75,15,13
04-28-2014,22,12,20.375,32,73.375,25.125,997.125,13,0
04-29-2014,15,7,18.75,27.75,72.375,46.625,1001.625,0,0
04-30-2014,13,3,15.125,21,75.5,52.625,1012.125,0,0
05-01-2014,12,3,13.75,20.75,76.5,44.375,1014.625,0,0
05-02-2014,17,4,11.625,18.25,72.25,37.875,1013.5,0,0
05-03-2014,24,10,8.75,15.625,66.375,22.625,1012.875,0,0
05-04-2014,32,12,8.125,14.25,62.875,3.125,1011.75,0,0
05-05-2014,31,16,12.375,21,60.625,20.75,1007.625,0,0
05-06-2014,30,16,12.875,20.25,70.25,9.375,1006.125,0,0
05-07-2014,29,18,17.875,28.5,73.875,13.25,1007.25,0,0
05-08-2014,28,19,18.25,27.75,83.25,36.25,1009.75,0,13
05-09-2014,23,14,11.375,17.25,82.75,37.5,1010.25,13,1
05-10-2014,28,12,9,15.25,74.5,13.75,1011.5,1,5
05-11-2014,28,17,15,22.375,85,53.375,1010.875,5,6
05-12-2014,29,19,17.125,26.625,86.125,51.25,1010.625,6,6
05-13-2014,16,10,11.375,15.125,85.25,69.875,1018.625,6,4
05-14-2014,11,7,11.375,17.875,86.25,53.125,1021.5,4,3
05-15-2014,14,5,10.5,16.75,75.625,40,1018.75,3,0
05-16-2014,15,3,11,17.125,64.5,28.125,1019,0,0
05-17-2014,20,2,4.125,7.625,64.625,11.375,1021.25,0,0
05-18-2014,21,6,10.75,18,62.5,2.75,1022.375,0,0
05-19-2014,26,10,17.25,26,68.125,13.125,1016,0,0
05-20-2014,31,15,15.125,23.75,72.75,2.375,1012.125,0,0
05-21-2014,31,19,12.125,19.5,78.125,33.125,1013.375,0,0
05-22-2014,28,19,6.75,12.125,82.25,52.625,1017.75,0,2
05-23-2014,27,17,9.5,15.75,79.875,39.75,1018.625,2,5
05-24-2014,22,17,10.375,18,89,74.25,1018.25,5,2
05-25-2014,30,16,7.875,14.5,81.75,26.875,1016.375,2,4
05-26-2014,27,19,9.375,15.75,88,45.25,1016.125,4,0
05-27-2014,27,19,8.125,13.75,81.875,47.625,1014.5,0,3
05-28-2014,29,18,4.25,7.25,82.75,31.375,1013.125,3,3
05-29-2014,27,18,10.25,15.5,85.625,48.875,1013.5,3,0
05-30-2014,28,19,9.625,15,83.875,66.875,1015.75,0,0
05-31-2014,29,19,9.625,15.75,81.125,41.625,1016.5,0,0
06-01-2014,30,19,14,22.125,80.75,55.375,1014.625,0,0
06-02-2014,28,20,13.125,20.125,82,57,1014,0,1
06-03-2014,31,20,7.5,13.25,80.5,29.875,1013.875,1,14
06-04-2014,31,22,13.25,21.75,83.625,35.25,1008,14,1
06-05-2014,22,19,10.625,16.125,91.125,72.875,1010.875,1,1
06-06-2014,29,14,4.75,7.5,82.625,59.625,1012.875,1,4
06-07-2014,23,19,13.5,21.875,91.125,69.25,1010.25,4,0
06-08-2014,24,14,7.125,11.375,81.375,65.125,1014.5,0,17
06-09-2014,19,16,10.625,17.375,95.75,68.75,1009.875,17,13
06-10-2014,25,15,6,8.75,88.75,50,1005.625,13,0
06-11-2014,25,14,7.75,10.75,84.375,59.125,1008.25,0,15
06-12-2014,27,13,8,13.375,86.75,34.625,1011.375,15,1
06-13-2014,25,15,8.125,13.375,72.5,26.625,1016.375,1,0
06-14-2014,28,12,14,22.375,63.125,7.25,1014.625,0,8
06-15-2014,30,17,14.375,22.875,79.375,30.375,1012.125,8,16
06-16-2014,33,21,13.625,22.625,78.375,15.5,1015.125,16,0
06-17-2014,34,23,15.875,24.25,70.5,14,1013,0,2
06-18-2014,33,23,14.125,22.125,70.625,12.625,1013.25,2,0
06-19-2014,33,22,13.375,21,69.625,15.125,1015.25,0,6
06-20-2014,32,21,9.25,15.75,83.625,28.375,1015.375,6,1
06-21-2014,34,22,7.75,12.75,76.875,36.5,1013.375,1,4
06-22-2014,31,20,8.75,16,84.5,14.25,1011.5,4,20
06-23-2014,28,20,6.75,10.75,87.375,60.875,1010.5,20,25
06-24-2014,30,20,10.5,15.5,77.25,45.75,1012.625,25,0
06-25-2014,30,18,6.375,11,71.75,20.125,1015.125,0,7
06-26-2014,30,19,8.25,14.5,80,18.375,1014.75,7,4
06-27-2014,30,20,12.25,19.125,81.875,48.25,1012.875,4,4
06-28-2014,31,21,15.25,22.75,80.375,53.875,1013.125,4,16
06-29-2014,31,21,12.375,19.75,84.625,47,1013.625,16,2
06-30-2014,35,24,15.25,23.75,73.5,30.5,1009.75,2,6
07-01-2014,30,21,11.375,19.125,78.25,28.75,1010.25,6,0
07-02-2014,25,17,14.125,20.5,65.875,22.625,1016.5,0,0
07-03-2014,26,13,8.375,12.625,74.25,40,1021.375,0,0
07-04-2014,27,13,5.75,9.5,70,6.75,1023.875,0,0
07-05-2014,27,15,11.625,19.125,68.875,11.5,1021.125,0,2
07-06-2014,33,18,14.625,23.625,75,25.75,1014.375,2,0
07-07-2014,35,21,13.5,22.25,71.875,10.375,1009.875,0,18
07-08-2014,30,20,16.625,26.125,73.5,26.625,1011.375,18,0
07-09-2014,29,17,10.25,16.25,68,7.5,1015.5,0,0
07-10-2014,29,17,7.25,12.875,68.625,9.125,1018.5,0,0
07-11-2014,32,17,11.875,18.5,69,20.125,1018.625,0,0
07-12-2014,35,23,12.25,20.375,67.25,16.375,1017.375,0,2
07-13-2014,33,22,9.125,15.625,69.75,21.875,1014.25,2,10
07-14-2014,32,17,8.875,13.875,73.5,19.75,1013.25,10,0
07-15-2014,24,12,10.25,15.25,66.875,26.5,1016.5,0,0
07-16-2014,24,13,6.125,9.625,66.875,28.375,1017.125,0,0
07-17-2014,26,11,5.125,8.875,68.75,23.375,1018,0,0
07-18-2014,27,15,7.875,12.5,65.375,38.25,1017.5,0,0
07-19-2014,30,15,5,9.125,66.375,8.875,1016.25,0,0
07-20-2014,30,14,7.75,13.375,63.375,4.625,1015.75,0,0
07-21-2014,32,18,10,17,69,25.25,1016.625,0,0
07-22-2014,32,18,9.75,19.875,72.875,19.875,1017,0,0
07-23-2014,32,22,10.625,16.75,78.625,36.875,1016.75,0,0
07-24-2014,28,16,8.375,13.375,67.75,14.625,1018.375,0,0
07-25-2014,31,17,13.5,21.125,65,5,1014,0,0
07-26-2014,36,21,13.75,22,66.25,15.5,1010.5,0,0
07-27-2014,33,22,15.375,24.5,58.625,8.75,1012.125,0,0
07-28-2014,27,16,11,16.875,68.125,18.625,1018.25,0,0
07-29-2014,27,10,6.375,10.25,64.125,21.375,1019.375,0,0
07-30-2014,28,16,2.375,4.375,74.375,50,1017.75,0,0
07-31-2014,30,16,5.25,9.25,67.375,21,1016.875,0,0
08-01-2014,31,17,6.125,11,70.875,24.125,1017.125,0,0
08-02-2014,31,15,7.5,12.125,67.625,12.25,1018.375,0,0
08-03-2014,33,16,4.875,9.75,63,9.25,1019.125,0,1
08-04-2014,32,18,8.125,14.625,61.75,24.375,1017.75,1,1
08-05-2014,32,19,9.625,16.625,72.375,19,1016.125,1,3
08-06-2014,33,20,6.75,11.625,77.875,19.375,1014.875,3,40
08-07-2014,27,21,8.5,14.125,92.875,50.125,1012.25,40,0
08-08-2014,28,20,6.875,9.75,87,67.5,1012.125,0,0
08-09-2014,28,20,5.5,8.5,82.875,65.25,1014.375,0,5
08-10-2014,32,20,3.875,7,84.625,63,1014.5,5,2
08-11-2014,28,20,10.625,16,79.875,43.125,1013.75,2,0
08-12-2014,27,15,10.875,17,68.875,4.25,1015.625,0,0
08-13-2014,28,14,6.375,10.875,69,0.375,1017.875,0,0
08-14-2014,31,12,4.75,8.75,63.25,1.125,1016.625,0,0
08-15-2014,32,17,8.25,14.625,60.5,26.625,1014.625,0,15
08-16-2014,31,20,13.125,22.25,75.875,45.875,1010.875,15,8
08-17-2014,27,21,8.5,12.625,89.625,81.75,1011.125,8,0
08-18-2014,32,17,3.625,6.25,78.5,54.5,1010.75,0,0
08-19-2014,33,21,10,15.875,71.375,8.375,1008.5,0,0
08-20-2014,35,22,9.75,16.625,65.125,11,1011.875,0,0
08-21-2014,36,21,14.875,24.875,57.25,12.875,1013.75,0,0
08-22-2014,37,23,11.375,19.5,61.875,10,1013.375,0,2
08-23-2014,37,24,8.5,15.125,59.625,7.875,1013,2,0
08-24-2014,38,21,7.375,13.125,50.875,4.5,1012.75,0,0
08-25-2014,38,24,8.375,15.5,58.75,10.875,1014.75,0,0
08-26-2014,37,22,6.375,11.5,63.25,10.5,1017,0,8
08-27-2014,32,23,7.5,13,81.25,27.125,1017.375,8,3
08-28-2014,33,22,10.5,18.5,77.625,18.5,1014.625,3,0
08-29-2014,32,20,13,21.875,71.875,23.125,1012,0,10
08-30-2014,28,20,11.25,18.625,87.25,23.375,1012.5,10,0
08-31-2014,33,20,9.375,16.25,74.25,29.375,1012.5,0,48
09-01-2014,30,20,12.75,22,87.625,35.625,1011,48,39
09-02-2014,26,19,8.875,13.125,89.875,54.625,1013.5,39,0
09-03-2014,30,19,9.625,17.25,75.25,32.75,1014.75,0,0
09-04-2014,34,21,14.375,24.625,69.75,17.375,1014.25,0,4
09-05-2014,33,23,11,18.375,77.125,12,1016.375,4,3
09-06-2014,22,15,9.5,14.25,85.75,52,1021,3,0
09-07-2014,25,11,8.75,15.125,70.875,0,1020.625,0,0
09-08-2014,28,13,8.75,15.125,72.375,17.5,1016.875,0,2
09-09-2014,30,18,13.625,23.75,74.125,30.125,1013,2,12
09-10-2014,32,22,15.75,24.75,81.5,44.125,1006.125,12,1
09-11-2014,20,12,11.375,16.125,82.25,57.25,1018,1,0
09-12-2014,13,8,10.25,15.875,82.625,55,1023.5,0,0
09-13-2014,28,9,9.125,15.5,68,42.875,1017.375,0,0
09-14-2014,23,5,6.875,12.375,66,8.5,1023.5,0,0
09-15-2014,26,14,12.375,19.875,86.5,71.75,1019.5,0,0
09-16-2014,21,11,7,11.375,87.5,53,1020.625,0,16
09-17-2014,26,13,8,14,92.5,78.5,1014.25,16,0
09-18-2014,22,16,9.125,13.375,85.125,78.75,1015.625,0,0
09-19-2014,27,13,8.25,14.5,73.875,16.375,1016.375,0,0
09-20-2014,30,18,12.75,21.5,80.75,47.375,1014.375,0,2
09-21-2014,24,15,12.875,20.375,72,14.625,1017.25,2,0
09-22-2014,23,11,8.375,14.5,72.125,16.5,1024,0,0
09-23-2014,24,9,8.625,15.25,59.375,33.75,1023.875,0,0
09-24-2014,26,10,7.875,14.25,63.5,16.125,1023.375,0,0
09-25-2014,27,15,5.75,10.625,70,24.5,1022.5,0,0
09-26-2014,28,16,7.125,12.5,69.875,30.125,1020.875,0,0
09-27-2014,28,13,7.5,13,66.125,6.5,1019.875,0,0
09-28-2014,29,13,5,9.375,61.5,14,1018.75,0,0
09-29-2014,29,14,3.375,5.5,67,14.25,1015.75,0,0
09-30-2014,29,15,7.125,12.375,55.125,6.75,1012.375,0,5
10-01-2014,27,17,13.125,23.5,75,19.875,1010.125,5,74
10-02-2014,23,18,9.875,19.25,93.625,43.125,1007.75,74,10
10-03-2014,14,7,19.25,27.75,80,50.5,1013,10,0
10-04-2014,12,3,15.75,23.875,59.75,15.375,1016.25,0,0
10-05-2014,21,6,12.875,20.375,66.875,20,1008.625,0,4
10-06-2014,21,10,15.625,26.25,73.875,31.625,1007.5,4,7
10-07-2014,24,14,14.5,24.125,77.5,21.875,1009,7,0
10-08-2014,24,11,6,10.875,71.375,7.875,1017.125,0,19
10-09-2014,21,16,7.875,14,95.125,74.625,1015.875,19,27
10-10-2014,13,9,12.625,18.75,96.125,91.5,1017.125,27,1
10-11-2014,12,9,10.375,16,82.875,54.875,1020.5,1,0
10-12-2014,16,10,10.375,16,93.5,88.5,1012.625,0,21
10-13-2014,19,13,14.75,25.125,96.625,68,1002.375,21,7
10-14-2014,12,10,19.5,28.625,95.875,97.75,1002.625,7,0
10-15-2014,17,9,15.375,23.375,82.5,43.125,1011.625,0,0
10-16-2014,23,8,10.125,18.125,73.75,5.375,1010.875,0,0
10-17-2014,19,11,14.25,23.375,78.375,17.125,1011.5,0,0
10-18-2014,16,6,10.25,17.25,80.375,2.5,1020.75,0,0
10-19-2014,17,5,10.25,18.125,81.5,43.125,1021.5,0,0
10-20-2014,21,11,11.375,19.25,80.125,24.375,1015.75,0,0
10-21-2014,20,9,7.625,13.75,77.875,0.625,1018.75,0,0
10-22-2014,18,7,11.125,18.875,78.25,38.125,1023.125,0,0
10-23-2014,17,8,11.25,19.875,79.375,46.125,1021,0,0
10-24-2014,23,11,9.125,16.25,84,29.5,1017.625,0,0
10-25-2014,25,15,7.25,13.875,87.25,26.75,1015.75,0,0
10-26-2014,28,14,13,22.375,77.125,1.625,1012.625,0,0
10-27-2014,25,17,21.125,34,70.75,26.875,1006.375,0,14
10-28-2014,18,10,11.875,18.875,66.625,37.625,1016,14,0
10-29-2014,14,6,8.75,14.125,66.75,2.375,1021.5,0,0
10-30-2014,17,5,10.375,17.125,71.625,26.625,1018.125,0,1
10-31-2014,7,2,18.625,27.625,70.625,30.5,1025.625,1,0
11-01-2014,8,-2,9,16,61.75,12.625,1030.875,0,0
11-02-2014,11,0,18,30.375,62.125,12.625,1027.375,0,0
11-03-2014,18,6,19.875,33,58.75,28.625,1021.125,0,20
11-04-2014,14,8,10.875,17.375,90.375,72.25,1020,20,0
11-05-2014,16,7,8.75,15.875,78.25,35.875,1021.25,0,0
11-06-2014,9,4,18.75,29.875,70.5,12.5,1023,0,0
11-07-2014,13,0,10,16.875,72.125,6.5,1020.75,0,0
11-08-2014,10,4,15.5,24.375,75.375,25.75,1016.125,0,0
11-09-2014,15,2,14,23.5,71.75,14.375,1014.75,0,0
11-10-2014,19,7,21,36.125,70.875,4,1004.125,0,0
11-11-2014,3,-2,18.875,25.625,70.875,44.75,1015.875,0,0
11-12-2014,0,-5,13.5,18.125,52.125,8.625,1030.125,0,0
11-13-2014,-1,-7,14,19.5,47.75,20.875,1032.875,0,0
11-14-2014,0,-8,4.375,7.625,53.125,15.5,1031.5,0,3
11-15-2014,1,-4,11,16.75,56.5,60.875,1027,3,4
11-16-2014,0,-6,9.375,14.625,73.75,79.625,1021.125,4,0
11-17-2014,-6,-11,18.625,27,80.875,59.125,1023,0,0
11-18-2014,-3,-13,13.75,22.5,81.5,15,1026.875,0,0
11-19-2014,4,-4,17.375,30.5,84.875,37.125,1018.375,0,0
11-20-2014,4,-6,7.25,12.25,78.25,6.75,1024.75,0,0
11-21-2014,8,-4,17.25,27.375,76.5,37,1026.625,0,0
11-22-2014,15,6,19.125,31.375,85.875,50.625,1017.375,0,9
11-23-2014,13,9,15.625,26.25,94.75,88.75,999.75,9,4
11-24-2014,5,1,23.5,33.5,85,62.875,1005.25,4,0
11-25-2014,4,-3,10.75,16.875,63.25,2.125,1022.125,0,0
11-26-2014,5,0,16.625,26.375,73.625,78.25,1018.375,0,0
11-27-2014,2,-3,13.625,20.125,79.375,53.375,1031.625,0,0
11-28-2014,11,-1,19.125,32.875,79.375,8.25,1020.375,0,0
11-29-2014,17,7,19.625,34.25,87.25,19.75,1007,0,0
11-30-2014,17,0,17.875,28.25,88,66.5,1012.75,0,0
12-01-2014,-2,-4,17.375,23.25,49.375,77.375,1034.375,0,0
12-02-2014,4,-3,10,15,67.25,30.875,1026.375,0,0
12-03-2014,7,-3,8.625,16,76.25,26.25,1026.125,0,0
12-04-2014,6,2,10.75,16.625,93.25,90.5,1024.5,0,10
12-05-2014,11,6,10.625,17.875,96.75,98.625,1019.125,10,0
12-06-2014,5,2,12.375,17.25,90.375,79,1031.375,0,0
12-07-2014,6,-1,10.875,16.625,81,69,1031.875,0,0
12-08-2014,7,3,14.25,23.75,86.875,55.875,1023.625,0,0
12-09-2014,3,-1,10.375,16.5,79.875,21.125,1028.25,0,0
12-10-2014,4,-2,7.625,11.875,86.5,63.375,1027.75,0,0
12-11-2014,5,1,7.875,11.625,87.5,74.75,1025.875,0,0
12-12-2014,10,4,9.375,14.75,91.625,66.125,1026.5,0,0
12-13-2014,13,5,10.5,17.375,91.375,61.5,1023.25,0,0
12-14-2014,16,8,15.875,27.125,86.5,42,1017,0,5
12-15-2014,14,4,23.375,34.875,87.25,62.5,1007.5,5,0
12-16-2014,2,-3,21.5,29.125,78,67.375,1020.125,0,0
12-17-2014,3,-3,6.375,9.375,66.125,34.5,1027.375,0,1
12-18-2014,3,1,9.5,13.375,88.625,96.125,1025,1,0
12-19-2014,4,0,8.75,13.625,90.125,88.625,1025.5,0,0
12-20-2014,5,0,8.75,14.125,91.125,88.25,1024.375,0,0
12-21-2014,7,1,16,25.125,88.75,61.25,1019.5,0,1
12-22-2014,10,5,19.625,29.75,89.25,90.625,1004.375,1,0
12-23-2014,9,4,11.125,20,84.125,44,1006.5,0,0
12-24-2014,4,1,14,20.375,85.875,70.25,1008.75,0,0
12-25-2014,9,-1,18.75,30.625,80.875,24.25,1014.375,0,0
12-26-2014,11,5,19.875,32.125,89.75,59.875,1016.625,0,0
12-27-2014,9,-1,15,21.625,87.25,82,1021.625,0,0
12-28-2014,2,-2,6.75,10.25,76.5,21.875,1024.125,0,0
12-29-2014,3,-4,9.875,16,64.125,14.5,1026.75,0,0
12-30-2014,-2,-6,13.375,19,47.125,53.25,1038.125,0,0
12-31-2014,-2,-9,9.125,12.75,34.375,37.875,1036.75,0,0
01-01-2015,3,-5,16.125,23.125,60.375,56,1025.875,0,2
01-02-2015,6,0,6.25,9.5,84,76.375,1024.125,2,28
01-03-2015,5,2,8.375,12.5,95.25,92.75,1013,28,0
01-04-2015,-2,-9,23.375,30.75,71.75,59.5,1026.25,0,0
01-05-2015,-3,-10,12.125,16.75,33.5,11.625,1036.875,0,0
01-06-2015,-4,-6,14.375,21.5,50,21.25,1030.25,0,0
01-07-2015,-11,-15,23,29.75,48.125,26.125,1043.875,0,0
01-08-2015,-3,-16,20,28.75,44.625,29.25,1031.125,0,0
01-09-2015,-7,-9,18.875,26.625,55.75,38.625,1033.125,0,0
01-10-2015,0,-10,13.75,21.5,44.125,4.125,1032.375,0,5
01-11-2015,1,-3,12.125,19.125,64.25,82.875,1025.5,5,6
01-12-2015,0,-7,16.875,23.625,84.5,60.5,1031,6,0
01-13-2015,-3,-8,13.625,18.25,57,10,1036.625,0,0
01-14-2015,-1,-8,4.375,6.625,45.875,36.875,1029.5,0,0
01-15-2015,5,-4,9,14.875,67.5,8.625,1023.875,0,0
01-16-2015,9,-1,8.5,15.5,87.625,0,1022.25,0,0
01-17-2015,10,3,12.75,24.125,85.5,34.875,1013.375,0,0
01-18-2015,11,2,10.75,19.75,76.875,3.25,1017,0,0
01-19-2015,13,2,5.125,9.75,82.75,4,1014,0,0
01-20-2015,8,1,7.875,14.875,84.25,51.875,1016.5,0,0
01-21-2015,8,-1,8.5,14.125,84.125,21.875,1022.75,0,0
01-22-2015,4,-1,6.125,10.625,80.625,39.75,1030.125,0,0
01-23-2015,5,-4,4.625,8.5,76.875,11.5,1023.5,0,0
01-24-2015,11,-2,11.25,19.5,76.875,24,1012.875,0,1
01-25-2015,7,0,15.25,23.25,90,99.875,1007.125,1,0
01-26-2015,9,-3,9.875,14.125,83.875,32.625,1016.375,0,0
01-27-2015,9,1,7.375,14.25,87.625,46.25,1019.875,0,0
01-28-2015,11,1,17.125,25.875,85.125,47,1018.125,0,0
01-29-2015,5,1,17.25,26.625,77.25,56.625,1020.75,0,0
01-30-2015,6,-3,5.5,9.125,63,25.75,1033.125,0,4
01-31-2015,5,1,8.875,15.25,65.875,85.125,1025,4,14
02-01-2015,6,-4,14.125,21.125,92.875,100,1010.125,14,1
02-02-2015,-1,-8,10.875,14.625,67.25,58.75,1025.875,1,0
02-03-2015,8,-5,10.125,17.625,52.875,7.5,1022.625,0,0
02-04-2015,2,-5,12.25,18.75,87.5,70.5,1023.25,0,0
02-05-2015,0,-10,7.75,12,46.25,2.875,1032.75,0,0
02-06-2015,11,-3,12.125,20.5,66.625,4.375,1023,0,0
02-07-2015,16,4,15,26.75,82.25,16.625,1011.875,0,0
02-08-2015,17,8,14.5,23,84.375,38.625,1008.125,0,0
02-09-2015,3,0,10.875,13.875,79.375,88.375,1020.875,0,0
02-10-2015,8,-4,7.25,11.5,74.5,16.875,1021.875,0,0
02-11-2015,5,-3,10.875,16.625,79.25,13.875,1022.875,0,0
02-12-2015,-4,-9,10.625,14.75,47.375,33.125,1033.125,0,0
02-13-2015,5,-7,8.875,12.75,51.875,43.125,1025.875,0,0
02-14-2015,2,-8,12.375,19.125,71.25,37.25,1024.75,0,0
02-15-2015,-7,-11,12.25,15.375,37.875,81.25,1031.125,0,13
02-16-2015,-6,-9,8.75,11.875,90.75,95,1022.875,13,0
02-17-2015,0,-14,8.875,14,97,72,1020.25,0,0
02-18-2015,-9,-15,14.125,22.125,93.125,45.5,1025.75,0,0
02-19-2015,-6,-18,4.625,7.875,89.75,39.875,1032,0,3
02-20-2015,-3,-10,13.5,18.875,95.75,89.125,1021.125,3,11
02-21-2015,1,-2,5.625,8.625,99.375,98.5,1016.125,11,0
02-22-2015,-5,-8,11.875,16.5,94,98.75,1033.375,0,0
02-23-2015,-6,-14,8.5,12.625,75.75,37.75,1039.75,0,0
02-24-2015,3,-10,10,15.125,71.75,13.5,1021.25,0,0
02-25-2015,6,-5,7.375,12.5,78,31.125,1013,0,0
02-26-2015,-5,-10,14.625,19.125,72.25,88.125,1025.125,0,0
02-27-2015,-4,-14,6.625,9.25,43.625,68,1038.375,0,11
02-28-2015,-3,-8,7.5,10,73.625,97,1035.375,11,6
03-01-2015,0,-4,6.25,9.375,97.25,93.875,1030.5,6,0
03-02-2015,1,-9,8.25,13.375,93.75,36.625,1031.875,0,0
03-03-2015,11,0,13.25,23,97.75,100,1013.5,0,11
03-04-2015,-4,-7,10.375,14.5,92.875,94.5,1023.625,11,0
03-05-2015,-4,-9,7.75,11.25,81,26,1035,0,0
03-06-2015,9,-6,12.625,19.125,72.5,11.125,1031.5,0,0
03-07-2015,15,2,11.625,19.875,83.625,2.875,1024.625,0,0
03-08-2015,15,5,8.625,14.875,84.5,56.375,1021.25,0,0
03-09-2015,14,5,6.875,11.125,86.75,74.375,1020,0,0
03-10-2015,13,5,12.75,18.75,79,68.75,1018,0,0
03-11-2015,10,2,13.5,20.625,74.25,59.375,1018.25,0,0
03-12-2015,12,2,13.375,20.375,72.375,59.25,1018.625,0,2
03-13-2015,12,3,11.875,18.25,74.75,58,1018.5,2,0
03-14-2015,13,4,12,19.375,76.125,55.75,1016.875,0,0
03-15-2015,16,6,11.25,18.125,77,65,1015.875,0,1
03-16-2015,12,5,13.25,21,78.5,60.5,1018.5,1,3
03-17-2015,14,6,13.25,21.125,81.875,61.875,1016.75,3,6
03-18-2015,14,6,12.625,19.75,79.875,63.125,1015.875,6,1
03-19-2015,6,3,6.5,10.125,92.75,97.5,1019,1,0
03-20-2015,15,2,5.75,9.125,82.375,52.375,1021.125,0,0
03-21-2015,20,6,7.25,13.125,74.5,56.75,1020.375,0,1
03-22-2015,18,8,7.25,12.625,80.25,38.625,1017.75,1,0
03-23-2015,17,7,10.75,16.625,83.25,70.75,1018,0,15
03-24-2015,15,3,13.75,19.625,88.75,83.25,1015.625,15,33
03-25-2015,18,4,10.5,15.5,82.625,56.375,1014.75,33,42
03-26-2015,9,3,11.25,15.5,79.5,53.25,1018.875,42,0
03-27-2015,5,1,8.375,11.5,68.25,61.25,1022,0,0
03-28-2015,6,0,8.875,13.375,74.875,60.375,1024.375,0,0
03-29-2015,13,1,14.125,21.875,80,31.25,1019.125,0,0
03-30-2015,19,3,7.625,12.625,71,9.125,1020.125,0,0
03-31-2015,22,10,8.625,15,68.125,17.875,1014,0,11
04-01-2015,21,10,15.5,25.25,69.125,20,1013.375,11,22
04-02-2015,20,15,8.875,15.875,92.875,70,1008.5,22,18
04-03-2015,12,5,12.875,18.625,81,51.75,1016.25,18,0
04-04-2015,15,-1,5,9.125,53.375,0.25,1027.625,0,0
04-05-2015,16,4,12.5,19.875,66.625,23.875,1019.75,0,0
04-06-2015,20,9,12,18.25,85.625,82.125,1013.5,0,11
04-07-2015,23,15,11,18.75,92.5,78.875,1011.875,11,2
04-08-2015,25,18,12,19.875,89.625,65.875,1010.125,2,6
04-09-2015,22,11,17.625,29.375,83.25,53.625,1006.75,6,0
04-10-2015,18,5,11.25,16.625,62,3.875,1019.375,0,0
04-11-2015,20,7,8.75,15,68.625,19.875,1022.25,0,0
04-12-2015,23,11,12.5,20.625,70.25,26.625,1015.625,0,1
04-13-2015,19,10,13.25,21.25,78.125,58.875,1014.125,1,0
04-14-2015,18,10,14.625,22.875,74.625,48.625,1014.5,0,1
04-15-2015,17,9,15,23.375,74.5,59,1014.75,1,0
04-16-2015,19,11,4.375,9,90.375,69.875,1016.625,0,2
04-17-2015,25,15,6.5,10.875,80,31.125,1016.625,2,3
04-18-2015,24,15,7.25,11.875,82.125,39.75,1013.375,3,1
04-19-2015,22,12,9.375,14.875,84.375,37.25,1003.625,1,0
04-20-2015,14,7,17,23.5,60.5,26.375,1007.75,0,0
04-21-2015,19,6,13.125,21.5,64.625,20.5,1011,0,0
04-22-2015,14,5,9.625,15.25,60.125,16,1015.625,0,0
04-23-2015,19,4,5.125,8.75,50.125,25.75,1018.625,0,1
04-24-2015,17,10,13.875,22,75.375,72.25,1012.5,1,4
04-25-2015,21,13,13.25,19.125,87.25,81.25,1001,4,0
04-26-2015,17,8,11.5,16.25,76.25,52.75,1012.25,0,0
04-27-2015,17,5,9.375,15.125,59.5,39.125,1017.75,0,0
04-28-2015,19,10,12.25,19.75,75.625,56.125,1012.875,0,0
04-29-2015,22,9,6.75,11.125,64.125,20.375,1013.125,0,0
04-30-2015,21,10,9.25,14.625,58.75,8.5,1013.5,0,0
05-01-2015,24,6,5.125,9.625,60.5,6,1020,0,0
05-02-2015,25,11,8.875,15,56.375,35.125,1017.375,0,0
